,Year,RK_x,Team,League_x,G_x,AB,R_x,H_x,2B,3B,HR_x,RBI,BB_x,SO_x,SB_x,CS_x,AVG▼_x,OBP,SLG,OPS,RK_y,League_y,W,L,ERA,G_y,GS_x,SV,SVO,IP,H_y,R_y,ER,HR_y,BB_y,SO_y,AVG▼_y,WHIP,RK,League,G,GS_y,INN,TC,PO,A,E,DP,SB_y,CS_y,SBPCT,PB,C_WP,FPCT▼,DER,Playoff
74,2016.0,15,Baltimore Orioles,AL,162,5524,744,1413,265,6,253,710,468,1324,19,13,0.256,0.317,0.44299999999999995,0.76,15,AL,89,73,4.22,162,162,54,68,1432.0,1408,715,671,183,545,1248,0.258,1.36,6,AL,162,1458,12888.0,5955,4296,1579,80,165,69,37,0.6509999999999999,4,59,0.987,0.6890000000000001,1.0
75,2016.0,16,Cincinnati Reds,NL,162,5487,716,1403,277,33,164,678,452,1284,139,51,0.256,0.316,0.408,0.7240000000000001,8,NL,68,94,4.91,162,162,28,53,1442.0,1457,854,786,258,636,1241,0.263,1.45,24,NL,162,1458,12978.0,5977,4326,1549,102,142,108,45,0.706,9,61,0.983,0.695,0.0
76,2016.0,17,Washington Nationals,NL,162,5490,763,1403,268,29,203,735,536,1252,121,39,0.256,0.326,0.426,0.7509999999999999,28,NL,95,67,3.51,162,162,46,60,1459.2,1272,612,570,155,468,1476,0.23399999999999999,1.19,2,NL,162,1458,13137.0,5877,4379,1425,73,142,54,29,0.6509999999999999,17,47,0.988,0.7,1.0
77,2016.0,18,St. Louis Cardinals,NL,162,5548,779,1415,299,32,225,745,526,1318,35,26,0.255,0.325,0.442,0.767,13,NL,86,76,4.08,162,162,38,55,1448.1,1432,712,656,159,475,1290,0.258,1.32,25,NL,162,1458,13035.0,6199,4345,1747,107,169,85,26,0.7659999999999999,10,50,0.983,0.68,0.0
78,2016.0,19,Atlanta Braves,NL,161,5514,649,1404,295,27,122,615,502,1240,75,34,0.255,0.321,0.384,0.705,17,NL,68,93,4.51,161,161,39,58,1447.2,1414,779,725,177,547,1227,0.256,1.35,23,NL,161,1449,13029.0,6009,4343,1565,101,134,132,25,0.841,14,83,0.983,0.6940000000000001,0.0
79,2016.0,20,New York Yankees,AL,162,5458,680,1378,245,20,183,647,475,1188,72,22,0.252,0.315,0.405,0.72,23,AL,84,78,4.16,162,162,48,64,1428.1,1358,702,660,214,444,1393,0.248,1.26,9,AL,162,1458,12855.0,5907,4285,1536,86,116,86,31,0.735,14,52,0.985,0.695,0.0
80,2016.0,21,Minnesota Twins,AL,162,5618,722,1409,288,35,200,690,513,1426,91,32,0.251,0.316,0.42100000000000004,0.738,1,AL,59,103,5.08,162,162,26,46,1443.0,1617,889,814,221,479,1191,0.28300000000000003,1.45,29,AL,162,1458,12987.0,6065,4329,1610,126,172,78,20,0.7959999999999999,9,83,0.9790000000000001,0.6659999999999999,0.0
81,2016.0,22,Los Angeles Dodgers,NL,162,5518,725,1376,272,21,189,680,525,1321,45,26,0.249,0.319,0.409,0.728,29,NL,91,71,3.7,162,162,47,69,1453.0,1266,638,598,165,464,1510,0.233,1.19,7,NL,162,1458,13077.0,5887,4359,1448,80,101,87,36,0.7070000000000001,13,58,0.986,0.701,1.0
82,2016.0,23,Toronto Blue Jays,AL,162,5479,759,1358,276,18,221,728,632,1362,54,24,0.248,0.33,0.426,0.755,27,AL,89,73,3.78,162,162,43,66,1459.1,1340,666,613,183,461,1314,0.242,1.23,8,AL,162,1458,13134.0,6088,4378,1622,88,144,84,20,0.8079999999999999,29,50,0.986,0.705,0.0
83,2016.0,24,Houston Astros,AL,162,5545,724,1367,291,29,198,689,554,1452,102,44,0.247,0.319,0.41700000000000004,0.735,18,AL,84,78,4.06,162,162,44,64,1468.0,1441,701,663,181,453,1396,0.256,1.29,3,AL,162,1458,13212.0,6080,4404,1599,77,135,67,31,0.684,18,98,0.987,0.682,0.0
84,2016.0,25,New York Mets,NL,162,5459,671,1342,240,19,218,649,517,1302,42,18,0.24600000000000002,0.316,0.41700000000000004,0.733,20,NL,87,75,3.57,162,162,55,71,1447.0,1397,617,574,152,439,1396,0.254,1.27,13,NL,162,1458,13023.0,5950,4341,1519,90,138,135,45,0.75,8,50,0.985,0.6779999999999999,1.0
85,2016.0,26,Oakland Athletics,AL,162,5500,653,1352,270,21,169,634,442,1145,50,23,0.24600000000000002,0.304,0.395,0.6990000000000001,9,AL,69,93,4.51,162,162,42,65,1433.1,1459,761,718,185,464,1188,0.263,1.34,17,AL,162,1458,12900.0,6027,4300,1630,97,152,75,22,0.773,11,70,0.9840000000000001,0.6859999999999999,0.0
86,2016.0,27,Milwaukee Brewers,NL,162,5330,671,1299,249,19,194,641,599,1543,181,56,0.244,0.322,0.40700000000000003,0.7290000000000001,7,NL,73,89,4.08,162,162,46,69,1434.1,1450,733,650,178,532,1175,0.263,1.38,30,NL,162,1458,12909.0,6110,4303,1671,136,145,92,59,0.609,8,48,0.978,0.6829999999999999,0.0
87,2016.0,28,Tampa Bay Rays,AL,162,5481,672,1333,288,32,216,647,449,1482,60,37,0.243,0.307,0.426,0.733,19,AL,68,94,4.2,162,162,42,60,1426.1,1395,713,665,210,491,1357,0.255,1.32,18,AL,162,1458,12837.0,5783,4279,1410,94,129,91,31,0.746,13,61,0.9840000000000001,0.6890000000000001,0.0
88,2016.0,29,Philadelphia Phillies,NL,162,5434,610,1305,231,35,161,574,424,1376,96,45,0.24,0.301,0.384,0.685,6,NL,71,91,4.63,162,162,43,63,1437.0,1468,796,739,213,466,1299,0.265,1.35,19,NL,162,1458,12933.0,5911,4311,1503,97,142,70,32,0.6859999999999999,10,57,0.9840000000000001,0.6829999999999999,0.0
89,2016.0,30,San Diego Padres,NL,162,5419,686,1275,257,26,177,654,449,1500,125,45,0.235,0.299,0.39,0.6890000000000001,14,NL,68,94,4.43,162,162,35,53,1440.0,1425,770,708,183,569,1222,0.258,1.38,28,NL,162,1458,12960.0,6052,4320,1623,109,165,98,29,0.772,13,67,0.982,0.687,0.0
90,2015.0,1,Detroit Tigers,AL,161,5605,689,1515,289,49,151,660,455,1259,83,51,0.27,0.32799999999999996,0.42,0.748,5,AL,74,87,4.64,161,161,35,59,1447.0,1491,803,746,193,489,1100,0.268,1.37,9,AL,161,1449,13023.0,6048,4341,1621,86,165,72,43,0.626,5,60,0.986,0.6890000000000001,0.0
91,2015.0,2,Toronto Blue Jays,AL,162,5509,891,1480,308,17,232,852,570,1151,88,23,0.26899999999999996,0.34,0.457,0.797,20,AL,93,69,3.8,162,162,34,56,1441.0,1353,670,609,173,397,1117,0.248,1.21,12,AL,162,1458,12969.0,6003,4323,1592,88,145,60,41,0.594,25,62,0.985,0.708,1.0
92,2015.0,3,Kansas City Royals,AL,162,5575,724,1497,300,42,139,689,383,973,104,34,0.26899999999999996,0.322,0.41200000000000003,0.7340000000000001,19,AL,95,67,3.73,162,162,56,76,1452.0,1372,641,601,155,489,1160,0.249,1.28,11,AL,162,1458,13068.0,6055,4356,1611,88,138,75,35,0.682,5,62,0.985,0.7040000000000001,1.0
93,2015.0,4,San Francisco Giants,NL,162,5565,696,1486,288,39,136,663,457,1159,93,36,0.267,0.326,0.406,0.732,24,NL,84,78,3.72,162,162,41,56,1444.1,1344,627,597,155,431,1165,0.24600000000000002,1.23,2,NL,162,1458,12999.0,6085,4333,1674,78,145,82,32,0.7190000000000001,10,40,0.987,0.708,0.0
94,2015.0,5,Colorado Rockies,NL,162,5572,737,1479,274,49,186,702,388,1283,97,43,0.265,0.315,0.43200000000000005,0.748,1,NL,68,94,5.04,162,162,36,61,1426.1,1579,844,799,183,579,1112,0.28300000000000003,1.51,17,NL,162,1458,12837.0,6192,4279,1818,95,171,92,35,0.7240000000000001,7,66,0.985,0.67,0.0
95,2015.0,6,Boston Red Sox,AL,162,5640,748,1495,294,33,161,706,478,1148,71,27,0.265,0.325,0.415,0.74,6,AL,78,84,4.31,162,162,40,61,1448.1,1486,753,694,178,478,1218,0.264,1.36,22,AL,162,1458,13035.0,6067,4345,1625,97,148,75,38,0.664,22,79,0.9840000000000001,0.6809999999999999,0.0
96,2015.0,7,Arizona Diamondbacks,NL,162,5649,720,1494,289,48,154,680,490,1312,132,44,0.264,0.324,0.414,0.738,11,NL,79,83,4.04,162,162,44,65,1466.2,1450,713,659,182,500,1215,0.258,1.33,6,NL,162,1458,13200.0,6183,4400,1697,86,146,73,28,0.723,11,51,0.986,0.693,0.0
97,2015.0,8,Miami Marlins,NL,162,5463,613,1420,236,40,120,575,375,1150,112,45,0.26,0.31,0.384,0.6940000000000001,14,NL,71,91,4.02,162,162,35,56,1427.0,1374,678,638,141,508,1152,0.255,1.32,4,NL,162,1458,12843.0,5946,4281,1588,77,162,74,25,0.747,11,53,0.987,0.6970000000000001,0.0
98,2015.0,9,Pittsburgh Pirates,NL,162,5631,697,1462,292,27,140,661,461,1322,98,45,0.26,0.32299999999999995,0.396,0.7190000000000001,21,NL,98,64,3.21,162,162,54,68,1489.2,1392,596,532,110,453,1338,0.248,1.24,26,NL,162,1458,13407.0,6459,4469,1868,122,177,144,43,0.77,11,67,0.981,0.68,1.0
99,2015.0,10,Texas Rangers,AL,162,5511,751,1419,279,32,172,707,503,1233,101,39,0.257,0.325,0.413,0.7390000000000001,7,AL,88,74,4.24,162,162,45,62,1442.2,1459,733,680,171,508,1095,0.262,1.36,28,AL,162,1458,12984.0,6142,4328,1695,119,169,82,25,0.7659999999999999,11,51,0.981,0.6890000000000001,1.0
100,2015.0,11,Cleveland Indians,AL,161,5439,669,1395,303,29,141,640,533,1157,86,28,0.256,0.325,0.401,0.725,29,AL,81,80,3.67,161,161,38,50,1432.2,1274,640,584,161,425,1407,0.237,1.19,5,AL,161,1449,12894.0,5905,4298,1528,79,136,71,39,0.645,10,48,0.987,0.7,0.0
101,2015.0,12,St. Louis Cardinals,NL,162,5484,647,1386,288,39,137,619,506,1267,69,38,0.253,0.321,0.39399999999999996,0.716,23,NL,100,62,2.94,162,162,62,77,1464.2,1359,525,478,123,477,1329,0.24600000000000002,1.25,20,NL,162,1458,13182.0,6107,4394,1617,96,159,54,29,0.6509999999999999,5,48,0.9840000000000001,0.6890000000000001,1.0
102,2015.0,13,Tampa Bay Rays,AL,162,5485,644,1383,278,32,167,612,436,1310,87,45,0.252,0.314,0.406,0.72,28,AL,80,82,3.74,162,162,60,87,1453.1,1314,642,604,175,477,1355,0.24,1.23,23,AL,162,1458,13080.0,5863,4360,1408,95,118,88,44,0.667,8,81,0.9840000000000001,0.7020000000000001,0.0
103,2015.0,14,Milwaukee Brewers,NL,162,5480,655,1378,274,34,145,624,412,1299,84,29,0.251,0.307,0.39299999999999996,0.7,8,NL,68,94,4.28,162,162,40,53,1435.0,1432,737,682,176,517,1260,0.261,1.36,27,NL,162,1458,12915.0,6099,4305,1678,116,164,104,46,0.693,7,71,0.981,0.682,0.0
104,2015.0,15,Atlanta Braves,NL,162,5420,573,1361,251,18,100,548,471,1107,69,33,0.251,0.314,0.359,0.674,4,NL,67,95,4.41,162,162,44,70,1425.1,1462,760,698,170,550,1148,0.268,1.41,14,NL,162,1458,12828.0,5959,4276,1593,90,186,84,33,0.718,13,53,0.985,0.682,0.0
105,2015.0,16,Washington Nationals,NL,162,5428,703,1363,265,13,177,665,539,1344,57,23,0.251,0.321,0.40299999999999997,0.7240000000000001,18,NL,83,79,3.62,162,162,41,64,1434.2,1366,635,577,145,364,1342,0.25,1.21,15,NL,162,1458,12912.0,5927,4304,1533,90,125,53,32,0.624,7,39,0.985,0.687,0.0
106,2015.0,17,New York Yankees,AL,162,5567,764,1397,272,19,212,737,554,1227,63,25,0.251,0.32299999999999995,0.42100000000000004,0.7440000000000001,16,AL,87,75,4.03,162,162,48,60,1457.2,1416,698,652,182,474,1370,0.253,1.3,18,AL,162,1458,13119.0,6060,4373,1594,93,135,71,36,0.664,8,78,0.985,0.6859999999999999,1.0
107,2015.0,18,Oakland Athletics,AL,162,5600,694,1405,277,46,146,661,475,1119,78,29,0.251,0.312,0.395,0.7070000000000001,15,AL,68,94,4.14,162,162,28,53,1444.2,1402,729,664,172,474,1179,0.254,1.3,30,AL,162,1458,13002.0,6102,4334,1642,126,154,78,40,0.6609999999999999,14,62,0.9790000000000001,0.6920000000000001,0.0
108,2015.0,19,Los Angeles Dodgers,NL,162,5385,667,1346,263,26,187,638,563,1258,59,34,0.25,0.326,0.413,0.7390000000000001,26,NL,92,70,3.44,162,162,47,68,1445.2,1317,595,553,145,395,1396,0.242,1.18,1,NL,162,1458,13011.0,6139,4337,1727,75,133,85,42,0.669,12,52,0.988,0.6920000000000001,1.0
109,2015.0,20,Baltimore Orioles,AL,162,5485,713,1370,246,20,217,686,418,1331,44,25,0.25,0.307,0.42100000000000004,0.728,12,AL,81,81,4.05,162,162,43,58,1434.2,1406,693,646,174,483,1233,0.257,1.32,3,AL,162,1458,12912.0,5978,4304,1597,77,134,62,29,0.6809999999999999,10,46,0.987,0.6920000000000001,0.0
110,2015.0,21,Houston Astros,AL,162,5459,729,1363,278,26,230,691,486,1392,121,48,0.25,0.315,0.43700000000000006,0.752,27,AL,86,76,3.57,162,162,39,58,1441.0,1308,618,572,148,423,1280,0.24100000000000002,1.2,7,AL,162,1458,12969.0,6025,4323,1617,85,131,87,27,0.763,8,61,0.986,0.703,0.0
111,2015.0,22,Chicago White Sox,AL,162,5533,622,1381,260,27,136,595,404,1231,68,42,0.25,0.306,0.38,0.6859999999999999,9,AL,76,86,3.98,162,162,37,52,1452.2,1443,701,643,162,474,1359,0.26,1.32,24,AL,162,1458,13074.0,6041,4358,1582,101,159,75,30,0.7140000000000001,22,61,0.983,0.675,0.0
112,2015.0,23,Seattle Mariners,AL,162,5544,656,1379,262,22,198,624,478,1336,69,45,0.249,0.311,0.41100000000000003,0.722,13,AL,76,86,4.16,162,162,45,71,1463.0,1430,726,677,181,491,1283,0.256,1.31,16,AL,162,1458,13167.0,6168,4389,1685,94,155,65,40,0.619,10,72,0.985,0.688,0.0
113,2015.0,24,Philadelphia Phillies,NL,162,5529,626,1374,272,37,130,586,387,1274,88,32,0.249,0.303,0.382,0.684,2,NL,63,99,4.69,162,162,35,51,1436.1,1592,809,749,191,488,1153,0.28,1.45,29,NL,162,1458,12927.0,6011,4309,1585,117,145,79,32,0.7120000000000001,12,60,0.981,0.6679999999999999,0.0
114,2015.0,25,Cincinnati Reds,NL,162,5571,640,1382,257,27,167,613,496,1255,134,38,0.248,0.312,0.39399999999999996,0.706,10,NL,64,98,4.33,162,162,35,57,1453.1,1436,754,700,177,544,1252,0.258,1.36,13,NL,162,1458,13080.0,6072,4360,1622,90,131,100,31,0.763,9,54,0.985,0.69,0.0
115,2015.0,26,Minnesota Twins,AL,162,5467,696,1349,277,44,156,661,439,1264,70,38,0.247,0.305,0.39899999999999997,0.7040000000000001,3,AL,83,79,4.07,162,162,45,60,1443.0,1506,700,653,163,413,1046,0.26899999999999996,1.33,8,AL,162,1458,12987.0,6052,4329,1637,86,150,93,22,0.809,3,54,0.986,0.688,0.0
116,2015.0,27,Los Angeles Angels,AL,162,5417,661,1331,243,21,176,621,435,1150,52,34,0.24600000000000002,0.307,0.396,0.7020000000000001,22,AL,85,77,3.94,162,162,46,67,1440.2,1355,675,630,166,466,1221,0.248,1.26,21,AL,162,1458,12966.0,5906,4322,1491,93,108,93,43,0.684,13,61,0.9840000000000001,0.7,0.0
117,2015.0,28,New York Mets,NL,162,5527,683,1351,295,17,177,654,488,1290,51,25,0.244,0.312,0.4,0.7120000000000001,25,NL,90,72,3.43,162,162,50,71,1462.2,1341,613,557,152,383,1337,0.243,1.18,10,NL,162,1458,13164.0,6075,4388,1599,88,131,75,26,0.743,4,46,0.986,0.698,1.0
118,2015.0,29,Chicago Cubs,NL,162,5491,689,1341,272,30,171,657,567,1518,95,37,0.244,0.321,0.39799999999999996,0.7190000000000001,30,NL,97,65,3.36,162,162,48,67,1461.1,1276,608,546,134,407,1431,0.233,1.15,25,NL,162,1458,13152.0,6164,4384,1669,111,120,137,38,0.7829999999999999,10,66,0.982,0.695,0.0
119,2015.0,30,San Diego Padres,NL,162,5457,650,1324,260,36,148,623,426,1327,82,29,0.243,0.3,0.385,0.685,17,NL,74,88,4.09,162,162,41,58,1440.1,1371,731,655,171,516,1393,0.252,1.31,19,NL,162,1458,12963.0,5979,4321,1566,92,138,122,60,0.67,18,54,0.985,0.684,0.0
120,2014.0,1,Detroit Tigers,AL,162,5630,757,1557,325,26,155,731,443,1144,106,41,0.27699999999999997,0.331,0.426,0.757,7,AL,90,72,4.01,162,162,41,57,1454.0,1475,705,648,127,462,1244,0.263,1.33,19,AL,162,1458,13086.0,6001,4362,1538,101,153,111,51,0.685,8,43,0.983,0.674,1.0
121,2014.0,2,Colorado Rockies,NL,162,5612,755,1551,307,41,186,721,397,1281,85,48,0.276,0.327,0.445,0.772,2,NL,66,96,4.84,162,162,24,49,1431.0,1528,818,770,173,531,1074,0.276,1.44,22,NL,162,1458,12879.0,6207,4293,1808,106,166,85,16,0.8420000000000001,20,72,0.983,0.6829999999999999,0.0
122,2014.0,3,Los Angeles Dodgers,NL,162,5560,718,1476,302,38,134,686,519,1246,138,50,0.265,0.33299999999999996,0.406,0.738,22,NL,94,68,3.4,162,162,47,61,1464.2,1338,617,554,142,429,1373,0.242,1.21,23,NL,162,1458,13182.0,6208,4394,1707,107,145,86,38,0.6940000000000001,12,64,0.983,0.69,1.0
123,2014.0,4,Kansas City Royals,AL,162,5545,651,1456,286,29,95,604,380,985,153,36,0.263,0.314,0.376,0.69,14,AL,89,73,3.51,162,162,53,65,1450.2,1386,624,565,128,440,1168,0.25,1.26,26,AL,162,1458,13056.0,5968,4352,1512,104,122,69,29,0.7040000000000001,6,58,0.983,0.695,1.0
124,2014.0,5,Pittsburgh Pirates,NL,162,5536,682,1436,275,30,156,659,520,1244,104,47,0.259,0.33,0.40399999999999997,0.7340000000000001,19,NL,88,74,3.47,162,162,48,72,1456.1,1341,631,562,128,499,1228,0.247,1.26,24,NL,162,1458,13107.0,6316,4369,1838,109,148,107,49,0.6859999999999999,9,71,0.983,0.696,1.0
125,2014.0,6,Los Angeles Angels,AL,162,5652,773,1464,304,31,155,729,492,1266,81,39,0.259,0.322,0.406,0.728,27,AL,98,64,3.58,162,162,46,62,1482.2,1307,630,590,126,504,1342,0.23600000000000002,1.22,4,AL,162,1458,13344.0,6013,4448,1482,83,127,106,39,0.731,5,74,0.986,0.705,1.0
126,2014.0,7,Toronto Blue Jays,AL,162,5549,723,1435,282,24,177,690,502,1151,78,21,0.259,0.32299999999999995,0.414,0.736,10,AL,83,79,4.0,162,162,45,64,1443.0,1400,686,642,151,490,1199,0.253,1.31,8,AL,162,1458,12987.0,5944,4329,1528,87,130,94,24,0.797,18,43,0.985,0.6940000000000001,0.0
127,2014.0,8,Texas Rangers,AL,162,5460,637,1400,260,28,111,597,417,1162,105,59,0.256,0.314,0.375,0.6890000000000001,3,AL,67,95,4.49,162,162,33,47,1426.1,1510,773,711,160,505,1110,0.272,1.41,29,AL,162,1458,12837.0,5798,4279,1413,106,155,85,36,0.7020000000000001,9,61,0.982,0.677,0.0
128,2014.0,9,Baltimore Orioles,AL,162,5596,705,1434,264,16,211,681,401,1285,44,20,0.256,0.311,0.42200000000000004,0.7340000000000001,21,AL,96,66,3.43,162,162,53,72,1461.1,1342,593,557,151,472,1174,0.244,1.24,6,AL,162,1458,13152.0,6075,4384,1604,87,156,84,32,0.7240000000000001,9,42,0.986,0.706,1.0
129,2014.0,10,San Francisco Giants,NL,162,5523,665,1407,257,42,132,636,427,1245,56,27,0.255,0.311,0.38799999999999996,0.6990000000000001,25,NL,88,74,3.5,162,162,46,64,1449.0,1305,614,564,133,389,1211,0.24100000000000002,1.17,14,NL,162,1458,13041.0,6146,4347,1699,100,155,107,47,0.695,11,49,0.9840000000000001,0.703,0.0
130,2014.0,11,Minnesota Twins,AL,162,5567,715,1412,316,27,128,675,544,1329,99,36,0.254,0.324,0.389,0.713,1,AL,70,92,4.57,162,162,38,58,1435.0,1588,777,728,147,408,1031,0.28,1.39,13,AL,162,1458,12915.0,5981,4305,1579,97,136,100,22,0.82,8,50,0.9840000000000001,0.674,0.0
131,2014.0,12,Washington Nationals,NL,162,5542,686,1403,265,27,152,635,517,1304,101,23,0.253,0.321,0.39299999999999996,0.7140000000000001,20,NL,96,66,3.03,162,162,45,62,1470.2,1351,555,495,110,352,1288,0.244,1.16,15,NL,162,1458,13236.0,6137,4412,1625,100,139,60,36,0.625,6,37,0.9840000000000001,0.693,1.0
132,2014.0,13,Cleveland Indians,AL,162,5575,669,1411,284,23,142,644,504,1189,104,27,0.253,0.317,0.389,0.706,17,AL,85,77,3.56,162,162,40,63,1468.1,1398,653,581,135,464,1450,0.25,1.27,30,AL,162,1458,13215.0,6120,4405,1599,116,139,95,44,0.6829999999999999,9,56,0.981,0.6729999999999999,0.0
133,2014.0,14,St. Louis Cardinals,NL,162,5426,619,1371,275,21,105,585,471,1133,57,32,0.253,0.32,0.369,0.6890000000000001,23,NL,90,72,3.5,162,162,55,71,1448.2,1321,603,564,123,470,1221,0.242,1.24,7,NL,162,1458,13038.0,6051,4346,1617,88,145,54,29,0.6509999999999999,7,44,0.985,0.7,1.0
134,2014.0,15,Miami Marlins,NL,162,5538,645,1399,254,36,122,614,501,1419,58,21,0.253,0.317,0.37799999999999995,0.6940000000000001,6,NL,77,85,3.78,162,162,42,64,1457.2,1481,674,613,114,458,1190,0.264,1.33,12,NL,162,1458,13119.0,6170,4373,1700,97,154,109,34,0.762,9,56,0.9840000000000001,0.6779999999999999,0.0
135,2014.0,16,Chicago White Sox,AL,162,5543,660,1400,279,32,155,625,417,1362,85,36,0.253,0.31,0.39799999999999996,0.708,5,AL,73,89,4.29,162,162,36,57,1441.0,1468,758,687,140,557,1152,0.265,1.41,27,AL,162,1458,12969.0,6112,4323,1682,107,170,93,32,0.7440000000000001,17,75,0.982,0.679,0.0
136,2014.0,17,Milwaukee Brewers,NL,162,5462,650,1366,297,28,150,617,423,1197,102,43,0.25,0.311,0.397,0.708,16,NL,82,80,3.67,162,162,45,65,1457.2,1386,657,594,167,431,1246,0.25,1.25,16,NL,162,1458,13119.0,6074,4373,1602,99,130,96,35,0.733,7,44,0.9840000000000001,0.698,0.0
137,2014.0,18,Arizona Diamondbacks,NL,162,5552,615,1379,259,47,118,573,398,1165,86,33,0.248,0.302,0.376,0.6779999999999999,4,NL,64,98,4.26,162,162,35,56,1444.1,1467,742,683,154,469,1278,0.265,1.34,17,NL,162,1458,12999.0,6079,4333,1645,101,147,75,34,0.688,6,50,0.983,0.677,0.0
138,2014.0,19,Tampa Bay Rays,AL,162,5516,612,1361,263,24,117,586,527,1124,63,27,0.247,0.317,0.36700000000000005,0.684,28,AL,77,85,3.56,162,162,37,56,1463.2,1292,625,579,145,482,1437,0.23399999999999999,1.21,10,AL,162,1458,13173.0,5788,4391,1309,88,96,82,26,0.759,9,65,0.985,0.7020000000000001,0.0
139,2014.0,20,New York Yankees,AL,162,5497,633,1349,247,26,147,591,452,1133,112,26,0.245,0.307,0.38,0.687,15,AL,84,78,3.75,162,162,48,69,1453.0,1392,664,605,164,398,1370,0.25,1.23,11,AL,162,1458,13077.0,5925,4359,1474,92,107,77,38,0.67,15,49,0.9840000000000001,0.687,0.0
140,2014.0,21,Oakland Athletics,AL,162,5545,729,1354,253,33,146,686,586,1104,83,20,0.244,0.32,0.381,0.7,29,AL,88,74,3.22,162,162,31,52,1463.1,1269,572,524,147,406,1244,0.233,1.14,28,AL,162,1458,13170.0,6135,4390,1634,111,150,100,28,0.7809999999999999,10,59,0.982,0.713,0.0
141,2014.0,22,Boston Red Sox,AL,162,5551,634,1355,282,20,123,601,535,1337,63,25,0.244,0.316,0.369,0.684,9,AL,71,91,4.01,162,162,36,54,1465.2,1458,715,653,154,482,1213,0.26,1.32,9,AL,162,1458,13191.0,6099,4397,1610,92,155,87,33,0.725,18,51,0.985,0.687,0.0
142,2014.0,23,Seattle Mariners,AL,162,5450,634,1328,247,32,136,600,396,1232,96,42,0.244,0.3,0.376,0.6759999999999999,30,AL,87,75,3.17,162,162,51,62,1452.0,1240,554,512,137,463,1317,0.23,1.17,3,AL,162,1458,13068.0,6046,4356,1608,82,139,92,35,0.7240000000000001,11,80,0.986,0.715,0.0
143,2014.0,24,Philadelphia Phillies,NL,162,5603,619,1356,251,27,125,584,443,1306,109,26,0.242,0.302,0.363,0.665,11,NL,73,89,3.79,162,162,40,56,1468.1,1396,687,619,134,521,1255,0.252,1.31,2,NL,162,1458,13215.0,6161,4405,1673,83,133,115,46,0.7140000000000001,8,49,0.987,0.693,0.0
144,2014.0,25,Houston Astros,AL,162,5447,629,1317,240,19,163,596,495,1442,122,37,0.242,0.309,0.38299999999999995,0.6920000000000001,8,AL,70,92,4.11,162,162,31,56,1438.2,1437,723,657,139,484,1137,0.26,1.34,25,AL,162,1458,12948.0,6126,4316,1704,106,151,109,32,0.773,14,57,0.983,0.685,0.0
145,2014.0,26,Atlanta Braves,NL,162,5468,573,1316,240,22,123,545,472,1369,95,33,0.24100000000000002,0.305,0.36,0.665,13,NL,79,83,3.38,162,162,54,67,1455.0,1369,597,547,121,472,1301,0.251,1.27,5,NL,162,1458,13095.0,5977,4365,1527,85,143,100,29,0.775,18,75,0.986,0.688,0.0
146,2014.0,27,Chicago Cubs,NL,162,5508,614,1315,270,31,157,590,442,1477,65,40,0.239,0.3,0.385,0.684,12,NL,73,89,3.91,162,162,37,57,1463.1,1398,707,636,115,504,1311,0.252,1.3,18,NL,162,1458,13170.0,6161,4390,1668,103,137,114,38,0.75,13,64,0.983,0.6829999999999999,0.0
147,2014.0,28,New York Mets,NL,162,5472,629,1306,275,19,125,602,516,1264,101,34,0.239,0.308,0.364,0.6729999999999999,18,NL,79,83,3.49,162,162,42,64,1463.2,1370,618,568,141,509,1303,0.248,1.28,21,NL,162,1458,13173.0,6112,4391,1617,104,158,85,25,0.773,16,56,0.983,0.69,0.0
148,2014.0,29,Cincinnati Reds,NL,162,5395,595,1282,254,20,131,562,415,1252,122,52,0.23800000000000002,0.29600000000000004,0.365,0.6609999999999999,26,NL,76,86,3.59,162,162,44,63,1446.0,1282,612,576,163,507,1290,0.237,1.24,1,NL,162,1458,13014.0,5998,4338,1588,72,120,71,38,0.6509999999999999,13,45,0.988,0.713,0.0
149,2014.0,30,San Diego Padres,NL,162,5294,535,1199,224,30,109,500,468,1294,91,34,0.226,0.292,0.342,0.634,24,NL,77,85,3.27,162,162,41,49,1438.2,1300,577,523,117,462,1284,0.24100000000000002,1.22,20,NL,162,1458,12948.0,5977,4316,1560,101,124,116,40,0.7440000000000001,21,57,0.983,0.698,0.0
150,2013.0,1,Detroit Tigers,AL,162,5735,796,1625,292,23,176,767,531,1073,35,20,0.28300000000000003,0.34600000000000003,0.434,0.78,23,AL,93,69,3.61,162,162,39,55,1462.2,1369,624,587,128,462,1428,0.247,1.25,7,AL,162,1458,13164.0,5972,4388,1508,76,136,128,29,0.815,14,63,0.987,0.6859999999999999,1.0
151,2013.0,2,Boston Red Sox,AL,162,5651,853,1566,363,29,178,819,581,1308,123,19,0.27699999999999997,0.349,0.446,0.795,21,AL,97,65,3.79,162,162,33,57,1454.0,1366,656,613,156,524,1294,0.248,1.3,9,AL,162,1458,13086.0,5958,4362,1516,80,142,133,43,0.7559999999999999,15,47,0.987,0.696,1.0
152,2013.0,3,Colorado Rockies,NL,162,5599,706,1511,283,36,159,673,427,1204,112,32,0.27,0.32299999999999995,0.418,0.741,2,NL,74,88,4.44,162,162,35,53,1436.0,1545,760,708,136,517,1064,0.27699999999999997,1.44,16,NL,162,1458,12924.0,6253,4308,1855,90,162,89,33,0.73,13,62,0.986,0.675,0.0
