,Year,RK_x,Team,League_x,G_x,AB,R_x,H_x,2B,3B,HR_x,RBI,BB_x,SO_x,SB_x,CS_x,AVG▼_x,OBP,SLG,OPS,RK_y,League_y,W,L,ERA,G_y,GS_x,SV,SVO,IP,H_y,R_y,ER,HR_y,BB_y,SO_y,AVG▼_y,WHIP,RK,League,G,GS_y,INN,TC,PO,A,E,DP,SB_y,CS_y,SBPCT,PB,C_WP,FPCT▼,DER,Playoff
153,2013.0,4,St. Louis Cardinals,NL,162,5557,783,1494,322,20,125,745,481,1110,45,22,0.26899999999999996,0.332,0.401,0.733,19,NL,97,65,3.42,162,162,44,64,1459.2,1366,596,555,112,451,1254,0.249,1.24,5,NL,162,1458,13137.0,6172,4379,1718,75,177,39,26,0.6,6,33,0.988,0.6920000000000001,1.0
154,2013.0,5,Los Angeles Angels,AL,162,5588,733,1476,270,39,164,696,523,1221,82,34,0.264,0.32899999999999996,0.414,0.743,5,AL,78,84,4.23,162,162,41,58,1457.2,1475,737,685,167,533,1200,0.261,1.38,27,AL,162,1458,13119.0,5985,4373,1500,112,135,131,35,0.789,7,74,0.981,0.6859999999999999,0.0
155,2013.0,6,Los Angeles Dodgers,NL,162,5491,649,1447,281,17,138,618,476,1146,78,28,0.264,0.326,0.396,0.722,26,NL,92,70,3.25,162,162,46,65,1450.1,1321,582,524,127,460,1292,0.243,1.23,23,NL,162,1458,13053.0,6183,4351,1723,109,160,63,40,0.612,10,66,0.982,0.6920000000000001,1.0
156,2013.0,7,Texas Rangers,AL,163,5585,730,1465,262,23,176,691,462,1067,149,46,0.262,0.32299999999999995,0.41200000000000003,0.735,22,AL,91,72,3.62,163,163,46,57,1463.1,1370,636,589,157,498,1309,0.248,1.28,12,AL,163,1467,13170.0,6025,4390,1549,86,146,73,34,0.682,7,68,0.986,0.695,0.0
157,2013.0,8,San Francisco Giants,NL,162,5552,629,1446,280,35,107,596,469,1078,67,26,0.26,0.32,0.381,0.7020000000000001,15,NL,76,86,4.0,162,162,41,54,1447.1,1380,691,643,145,521,1256,0.251,1.31,25,NL,162,1458,13026.0,5986,4342,1537,107,128,95,41,0.6990000000000001,8,60,0.982,0.691,0.0
158,2013.0,9,Kansas City Royals,AL,162,5549,648,1443,254,34,112,620,422,1048,153,32,0.26,0.315,0.379,0.6940000000000001,17,AL,86,76,3.45,162,162,52,73,1448.1,1366,601,555,155,469,1208,0.25,1.27,13,AL,162,1458,13035.0,5950,4345,1520,85,136,77,36,0.6809999999999999,6,60,0.986,0.6990000000000001,0.0
159,2013.0,10,Baltimore Orioles,AL,162,5620,745,1460,298,14,212,719,416,1125,79,29,0.26,0.313,0.431,0.7440000000000001,7,AL,85,77,4.2,162,162,57,84,1453.0,1438,709,678,202,473,1169,0.259,1.32,1,AL,162,1458,13077.0,6027,4359,1614,54,165,63,32,0.6629999999999999,8,38,0.991,0.7,0.0
160,2013.0,11,Arizona Diamondbacks,NL,162,5676,685,1468,302,31,130,647,519,1142,62,41,0.259,0.32299999999999995,0.391,0.715,10,NL,81,81,3.92,162,162,38,67,1495.0,1460,695,651,176,485,1218,0.257,1.3,4,NL,162,1458,13455.0,6293,4485,1733,75,135,48,22,0.6859999999999999,10,84,0.988,0.6990000000000001,0.0
161,2013.0,12,Tampa Bay Rays,AL,163,5538,700,1421,296,23,165,670,589,1171,73,38,0.257,0.32899999999999996,0.408,0.737,28,AL,92,71,3.74,163,163,42,60,1464.0,1315,646,608,153,482,1310,0.24,1.23,2,AL,163,1467,13176.0,6044,4392,1593,59,147,119,33,0.7829999999999999,10,69,0.99,0.708,0.0
162,2013.0,13,Cleveland Indians,AL,162,5465,745,1391,290,23,171,711,562,1283,117,36,0.255,0.327,0.41,0.737,20,AL,92,70,3.82,162,162,38,60,1441.1,1359,662,611,147,554,1379,0.249,1.33,21,AL,162,1458,12972.0,5925,4324,1503,98,135,84,31,0.73,10,71,0.983,0.685,1.0
163,2013.0,14,Oakland Athletics,AL,162,5521,767,1403,301,25,186,725,573,1178,74,28,0.254,0.327,0.419,0.745,27,AL,96,66,3.56,162,162,46,67,1452.0,1339,625,574,163,428,1183,0.242,1.22,22,AL,162,1458,13068.0,5830,4356,1377,97,112,87,27,0.763,15,56,0.983,0.7090000000000001,1.0
164,2013.0,15,Toronto Blue Jays,AL,162,5537,712,1398,273,24,185,669,510,1123,112,41,0.252,0.318,0.41100000000000003,0.7290000000000001,9,AL,74,88,4.25,162,162,39,58,1452.0,1451,756,685,195,500,1208,0.259,1.34,26,AL,162,1458,13068.0,6072,4356,1605,111,145,87,29,0.75,30,54,0.982,0.691,0.0
165,2013.0,16,Milwaukee Brewers,NL,162,5474,640,1381,238,43,157,610,407,1183,142,50,0.252,0.311,0.39799999999999996,0.708,13,NL,74,88,3.84,162,162,40,63,1442.2,1401,687,615,175,466,1125,0.255,1.29,28,NL,162,1458,12984.0,6070,4328,1628,114,153,99,30,0.767,10,51,0.981,0.698,0.0
166,2013.0,17,Washington Nationals,NL,162,5436,656,1365,259,27,161,621,464,1192,88,28,0.251,0.313,0.39799999999999996,0.71,18,NL,86,76,3.59,162,162,47,68,1445.2,1367,626,576,142,405,1236,0.249,1.23,24,NL,162,1458,13011.0,5993,4337,1549,107,146,95,20,0.826,5,43,0.982,0.691,0.0
167,2013.0,18,Cincinnati Reds,NL,162,5499,698,1370,274,20,155,664,585,1245,67,35,0.249,0.327,0.391,0.718,30,NL,90,72,3.38,162,162,43,59,1473.2,1294,589,554,170,435,1296,0.23600000000000002,1.17,6,NL,162,1458,13263.0,6140,4421,1643,76,131,70,35,0.667,8,44,0.988,0.715,0.0
168,2013.0,19,Chicago White Sox,AL,162,5563,598,1385,237,19,148,574,411,1207,105,42,0.249,0.302,0.37799999999999995,0.68,12,AL,63,99,3.98,162,162,40,60,1455.0,1424,723,643,182,509,1249,0.256,1.33,29,AL,162,1458,13095.0,6041,4365,1555,121,155,102,35,0.745,21,62,0.98,0.6890000000000001,0.0
169,2013.0,20,Atlanta Braves,NL,162,5441,688,1354,247,21,181,656,542,1384,64,31,0.249,0.321,0.402,0.723,25,NL,96,66,3.18,162,162,53,69,1450.1,1326,548,512,127,409,1232,0.244,1.2,11,NL,162,1458,13053.0,6116,4351,1680,85,141,79,32,0.7120000000000001,6,50,0.986,0.701,1.0
170,2013.0,21,Philadelphia Phillies,NL,162,5456,610,1355,255,32,140,578,417,1205,73,29,0.248,0.306,0.384,0.69,4,NL,73,89,4.32,162,162,32,48,1436.1,1465,749,689,152,506,1199,0.265,1.37,18,NL,162,1458,12927.0,6020,4309,1614,97,141,114,35,0.765,5,48,0.9840000000000001,0.68,0.0
171,2013.0,22,Pittsburgh Pirates,NL,162,5486,634,1346,273,35,161,603,469,1330,94,42,0.245,0.313,0.396,0.7090000000000001,29,NL,94,68,3.26,162,162,55,70,1470.2,1299,577,533,101,515,1261,0.23800000000000002,1.23,19,NL,162,1458,13236.0,6442,4412,1924,106,154,95,43,0.688,7,81,0.9840000000000001,0.7,1.0
172,2013.0,23,San Diego Padres,NL,162,5517,618,1349,246,26,146,578,467,1309,118,34,0.245,0.308,0.37799999999999995,0.6859999999999999,14,NL,76,86,3.98,162,162,40,53,1455.0,1407,700,643,156,525,1171,0.255,1.33,10,NL,162,1458,13095.0,6146,4365,1698,83,140,107,43,0.713,7,51,0.986,0.698,0.0
173,2013.0,24,New York Yankees,AL,162,5449,650,1321,247,24,144,614,466,1214,115,31,0.242,0.307,0.376,0.6829999999999999,6,AL,85,77,3.94,162,162,49,62,1447.1,1452,671,633,171,437,1233,0.261,1.31,3,AL,162,1458,13026.0,5955,4342,1544,69,139,72,30,0.706,16,57,0.988,0.688,0.0
174,2013.0,25,Minnesota Twins,AL,162,5564,614,1346,285,15,151,590,533,1430,52,33,0.242,0.312,0.38,0.6920000000000001,1,AL,66,96,4.55,162,162,40,58,1450.1,1591,788,733,168,458,985,0.28,1.41,8,AL,162,1458,13053.0,6155,4351,1723,81,178,73,38,0.6579999999999999,6,50,0.987,0.68,0.0
175,2013.0,26,Houston Astros,AL,162,5457,610,1307,266,16,148,566,426,1535,110,61,0.24,0.299,0.375,0.674,3,AL,51,111,4.79,162,162,32,61,1440.0,1530,848,766,191,616,1084,0.272,1.49,30,AL,162,1458,12960.0,6080,4320,1635,125,168,98,37,0.726,14,61,0.9790000000000001,0.6809999999999999,0.0
176,2013.0,27,Chicago Cubs,NL,162,5498,602,1307,297,18,172,576,439,1230,63,32,0.23800000000000002,0.3,0.392,0.693,24,NL,66,96,4.0,162,162,39,65,1448.0,1332,689,643,160,540,1184,0.244,1.29,20,NL,162,1458,13032.0,6046,4344,1602,100,129,107,42,0.718,13,59,0.983,0.706,0.0
177,2013.0,28,Seattle Mariners,AL,162,5558,624,1318,249,17,188,597,529,1353,49,23,0.237,0.306,0.39,0.695,8,AL,71,91,4.31,162,162,43,66,1465.0,1467,754,702,174,478,1297,0.259,1.33,15,AL,162,1458,13185.0,6128,4395,1645,88,149,89,30,0.748,11,74,0.986,0.684,0.0
178,2013.0,29,New York Mets,NL,162,5559,619,1318,263,32,130,593,512,1384,114,35,0.237,0.306,0.366,0.672,11,NL,74,88,3.77,162,162,40,58,1476.2,1442,684,618,152,458,1209,0.256,1.29,17,NL,162,1458,13290.0,6165,4430,1642,93,127,87,29,0.75,11,47,0.985,0.6920000000000001,0.0
179,2013.0,30,Miami Marlins,NL,162,5449,513,1257,219,31,95,485,432,1232,78,29,0.231,0.293,0.335,0.627,16,NL,62,100,3.71,162,162,36,53,1460.0,1376,646,602,121,526,1177,0.251,1.3,14,NL,162,1458,13140.0,6155,4380,1687,88,144,90,37,0.7090000000000001,16,53,0.986,0.698,0.0
180,2012.0,1,Los Angeles Angels,AL,162,5536,767,1518,273,22,187,732,449,1113,134,33,0.27399999999999997,0.332,0.433,0.764,25,AL,89,73,4.02,162,162,38,60,1433.1,1339,699,640,186,483,1157,0.24600000000000002,1.27,12,AL,162,1458,12900.0,5976,4300,1578,98,141,127,41,0.7559999999999999,11,38,0.9840000000000001,0.708,0.0
181,2012.0,2,Colorado Rockies,NL,162,5577,758,1526,306,52,166,716,450,1213,100,40,0.27399999999999997,0.33,0.436,0.7659999999999999,1,NL,64,98,5.22,162,162,36,63,1422.0,1637,890,824,198,566,1144,0.29,1.55,30,NL,162,1458,12798.0,6106,4266,1718,122,139,121,43,0.738,22,94,0.98,0.6579999999999999,0.0
182,2012.0,3,Texas Rangers,AL,162,5590,808,1526,303,32,200,780,478,1103,91,44,0.273,0.33399999999999996,0.446,0.78,18,AL,93,69,3.99,162,162,43,52,1442.0,1378,707,639,175,446,1286,0.25,1.26,5,AL,162,1458,12978.0,5907,4326,1496,85,136,106,27,0.797,13,53,0.986,0.695,0.0
183,2012.0,4,St. Louis Cardinals,NL,162,5622,765,1526,290,37,159,732,533,1192,91,37,0.271,0.33799999999999997,0.42100000000000004,0.759,13,NL,88,74,3.71,162,162,42,64,1462.2,1420,648,603,134,436,1218,0.255,1.27,20,NL,162,1458,13164.0,6249,4388,1754,107,149,56,43,0.5660000000000001,9,46,0.983,0.685,0.0
184,2012.0,5,San Francisco Giants,NL,162,5558,718,1495,287,57,103,675,483,1097,118,39,0.26899999999999996,0.327,0.397,0.7240000000000001,23,NL,94,68,3.68,162,162,53,67,1451.0,1361,649,593,142,489,1237,0.248,1.27,27,NL,162,1458,13059.0,6107,4353,1639,115,134,129,53,0.7090000000000001,5,54,0.981,0.693,1.0
185,2012.0,6,Detroit Tigers,AL,162,5476,726,1467,279,39,163,698,511,1103,59,23,0.268,0.335,0.42200000000000004,0.757,12,AL,88,74,3.75,162,162,40,56,1430.2,1409,670,596,151,438,1318,0.256,1.29,16,AL,162,1458,12876.0,5872,4292,1481,99,127,131,45,0.7440000000000001,14,46,0.983,0.68,1.0
186,2012.0,7,Kansas City Royals,AL,162,5636,676,1492,295,37,131,643,404,1032,132,38,0.265,0.317,0.4,0.716,3,AL,72,90,4.3,162,162,44,64,1451.1,1504,746,693,163,542,1177,0.27,1.41,25,AL,162,1458,13062.0,6091,4354,1624,113,171,113,51,0.6890000000000001,11,49,0.981,0.6759999999999999,0.0
187,2012.0,8,New York Yankees,AL,162,5524,804,1462,280,13,245,774,565,1176,93,27,0.265,0.337,0.45299999999999996,0.79,14,AL,95,67,3.84,162,162,51,64,1445.1,1401,668,617,190,431,1318,0.253,1.27,3,AL,162,1458,13008.0,5882,4336,1471,75,135,90,28,0.763,17,53,0.987,0.6920000000000001,1.0
188,2012.0,9,Washington Nationals,NL,162,5615,731,1468,301,25,194,688,479,1325,105,35,0.261,0.322,0.428,0.75,29,NL,98,64,3.33,162,162,51,68,1468.1,1296,594,543,129,497,1325,0.237,1.22,8,NL,162,1458,13215.0,6131,4405,1632,94,134,111,22,0.835,15,62,0.985,0.7040000000000001,1.0
189,2012.0,10,Boston Red Sox,AL,162,5604,734,1459,339,16,165,695,428,1197,97,31,0.26,0.315,0.415,0.73,7,AL,69,93,4.7,162,162,35,57,1443.0,1449,806,754,190,529,1176,0.262,1.37,13,AL,162,1458,12987.0,6117,4329,1687,101,159,127,31,0.804,11,42,0.983,0.6920000000000001,0.0
190,2012.0,11,Minnesota Twins,AL,162,5562,701,1448,270,30,131,666,505,1069,135,37,0.26,0.325,0.39,0.715,2,AL,66,96,4.77,162,162,35,49,1438.2,1536,832,762,198,465,943,0.27399999999999997,1.39,21,AL,162,1458,12948.0,6208,4316,1785,107,188,111,24,0.8220000000000001,8,60,0.983,0.691,0.0
191,2012.0,12,Milwaukee Brewers,NL,162,5557,776,1442,300,39,202,741,466,1240,158,39,0.259,0.325,0.43700000000000006,0.762,10,NL,83,79,4.22,162,162,44,73,1453.2,1458,733,682,169,525,1402,0.261,1.36,14,NL,162,1458,13083.0,5992,4361,1532,99,133,123,39,0.759,5,57,0.983,0.675,0.0
192,2012.0,13,Arizona Diamondbacks,NL,162,5462,734,1416,307,33,165,710,539,1266,93,51,0.259,0.32799999999999996,0.418,0.746,9,NL,81,81,3.93,162,162,39,59,1433.2,1432,688,626,155,417,1200,0.261,1.29,7,NL,162,1458,12903.0,6067,4301,1676,90,146,48,37,0.565,9,52,0.985,0.685,0.0
193,2012.0,14,Chicago White Sox,AL,162,5518,748,1409,228,29,211,726,461,1203,109,43,0.255,0.318,0.42200000000000004,0.74,19,AL,85,77,4.02,162,162,37,57,1445.2,1365,676,646,186,503,1246,0.25,1.29,1,AL,162,1458,13011.0,5985,4337,1578,70,154,104,41,0.7170000000000001,9,66,0.988,0.703,0.0
194,2012.0,15,Philadelphia Phillies,NL,162,5544,684,1414,271,28,158,659,454,1094,116,23,0.255,0.317,0.4,0.716,16,NL,81,81,3.83,162,162,42,61,1451.1,1387,680,618,178,409,1385,0.251,1.24,15,NL,162,1458,13062.0,6015,4354,1560,101,118,99,56,0.639,9,30,0.983,0.685,0.0
195,2012.0,16,Los Angeles Dodgers,NL,162,5438,637,1369,269,23,116,607,481,1156,104,44,0.252,0.317,0.374,0.69,28,NL,86,76,3.34,162,162,40,59,1449.2,1277,597,538,122,539,1276,0.23800000000000002,1.25,10,NL,162,1458,13047.0,6116,4349,1669,98,138,92,43,0.6809999999999999,11,46,0.9840000000000001,0.703,0.0
196,2012.0,17,Cincinnati Reds,NL,162,5477,669,1377,296,30,172,636,481,1266,87,27,0.251,0.315,0.41100000000000003,0.726,24,NL,97,65,3.34,162,162,56,74,1453.0,1356,588,540,152,427,1248,0.247,1.23,6,NL,162,1458,13077.0,6050,4359,1602,89,113,78,43,0.645,7,34,0.985,0.7,1.0
197,2012.0,18,Cleveland Indians,AL,162,5525,667,1385,266,24,136,635,555,1087,110,44,0.251,0.324,0.381,0.705,5,AL,68,94,4.78,162,162,43,56,1442.0,1503,845,766,174,543,1086,0.268,1.42,9,AL,162,1458,12978.0,6087,4326,1665,96,157,140,37,0.7909999999999999,13,67,0.9840000000000001,0.687,0.0
198,2012.0,19,New York Mets,NL,162,5450,650,1357,286,21,139,625,503,1250,79,38,0.249,0.316,0.386,0.701,17,NL,74,88,4.09,162,162,36,55,1434.0,1368,709,651,161,488,1240,0.251,1.29,19,NL,162,1458,12906.0,5905,4302,1502,101,135,97,30,0.764,32,40,0.983,0.696,0.0
199,2012.0,20,Baltimore Orioles,AL,162,5560,712,1375,270,16,214,677,480,1315,58,29,0.247,0.311,0.41700000000000004,0.728,15,AL,93,69,3.9,162,162,55,73,1483.0,1433,705,642,184,481,1177,0.252,1.29,18,AL,162,1458,13347.0,6235,4449,1680,106,151,63,36,0.636,10,34,0.983,0.701,1.0
200,2012.0,21,Atlanta Braves,NL,162,5425,700,1341,263,30,149,660,567,1289,101,32,0.247,0.32,0.389,0.7090000000000001,27,NL,94,68,3.42,162,162,47,60,1445.1,1310,600,549,145,464,1232,0.243,1.23,4,NL,162,1458,13008.0,6076,4336,1654,86,147,98,39,0.715,10,54,0.986,0.705,1.0
201,2012.0,22,San Diego Padres,NL,162,5422,651,1339,272,43,121,610,539,1238,155,46,0.247,0.319,0.38,0.6990000000000001,21,NL,76,86,4.01,162,162,43,60,1434.2,1356,710,640,162,539,1205,0.248,1.32,29,NL,162,1458,12912.0,6080,4304,1655,121,97,152,47,0.764,18,49,0.98,0.698,0.0
202,2012.0,23,Toronto Blue Jays,AL,162,5487,716,1346,247,22,198,677,473,1251,123,41,0.245,0.309,0.40700000000000003,0.716,8,AL,73,89,4.64,162,162,29,44,1443.2,1439,784,745,204,574,1142,0.261,1.39,11,AL,162,1458,12993.0,6169,4331,1737,101,167,87,43,0.669,15,56,0.9840000000000001,0.696,0.0
203,2012.0,24,Miami Marlins,NL,162,5437,609,1327,261,39,137,576,484,1228,149,41,0.244,0.308,0.382,0.69,6,NL,69,93,4.09,162,162,38,60,1440.2,1448,724,655,133,495,1113,0.263,1.35,17,NL,162,1458,12966.0,6074,4322,1649,103,154,88,28,0.759,14,36,0.983,0.6859999999999999,0.0
204,2012.0,25,Pittsburgh Pirates,NL,162,5412,651,1313,241,37,170,620,444,1354,73,52,0.243,0.304,0.395,0.6990000000000001,20,NL,79,83,3.86,162,162,45,59,1433.1,1357,674,615,153,490,1192,0.249,1.29,24,NL,162,1458,12900.0,6068,4300,1656,112,126,154,19,0.89,9,45,0.982,0.698,0.0
205,2012.0,26,Chicago Cubs,NL,162,5411,613,1297,265,36,137,570,447,1235,94,45,0.24,0.302,0.37799999999999995,0.68,11,NL,61,101,4.51,162,162,28,49,1413.2,1399,759,708,175,573,1128,0.259,1.39,22,NL,162,1458,12723.0,5929,4241,1583,105,148,125,36,0.7759999999999999,9,44,0.982,0.693,0.0
206,2012.0,27,Tampa Bay Rays,AL,162,5398,697,1293,250,30,175,665,571,1323,134,44,0.24,0.317,0.39399999999999996,0.711,30,AL,90,72,3.19,162,162,50,58,1459.2,1233,577,518,139,469,1383,0.228,1.17,26,AL,162,1458,13137.0,6134,4379,1641,114,155,101,33,0.754,6,59,0.981,0.705,0.0
207,2012.0,28,Oakland Athletics,AL,162,5527,713,1315,267,32,195,676,550,1387,122,32,0.23800000000000002,0.31,0.40399999999999997,0.7140000000000001,26,AL,94,68,3.48,162,162,47,64,1470.0,1360,614,569,147,462,1136,0.245,1.24,23,AL,162,1458,13230.0,6089,4410,1568,111,135,99,45,0.688,12,40,0.982,0.705,1.0
208,2012.0,29,Houston Astros,NL,162,5407,583,1276,238,28,146,545,463,1365,105,46,0.23600000000000002,0.302,0.371,0.6729999999999999,4,NL,55,107,4.56,162,162,31,50,1423.1,1493,794,721,173,540,1170,0.27,1.43,28,NL,162,1458,12810.0,6117,4270,1729,118,132,131,37,0.78,13,75,0.981,0.677,0.0
209,2012.0,30,Seattle Mariners,AL,162,5494,619,1285,241,27,149,584,466,1259,104,35,0.23399999999999999,0.29600000000000004,0.369,0.665,22,AL,75,87,3.76,162,162,43,62,1456.2,1359,651,608,166,449,1166,0.248,1.24,2,AL,162,1458,13110.0,6012,4370,1570,72,155,128,39,0.7659999999999999,20,61,0.988,0.708,0.0
210,2011.0,1,Texas Rangers,AL,162,5659,855,1599,310,32,210,807,475,930,143,45,0.28300000000000003,0.34,0.46,0.8,25,AL,96,66,3.79,162,162,38,57,1441.1,1327,677,607,170,461,1179,0.244,1.24,26,AL,162,1458,12972.0,5990,4324,1552,114,164,85,46,0.649,9,43,0.981,0.703,1.0
211,2011.0,2,Boston Red Sox,AL,162,5710,875,1600,352,35,203,842,578,1108,102,42,0.28,0.349,0.461,0.81,22,AL,90,72,4.2,162,162,36,52,1457.1,1366,737,680,156,540,1213,0.247,1.31,10,AL,162,1458,13116.0,5990,4372,1526,92,120,156,50,0.757,32,58,0.985,0.703,0.0
212,2011.0,3,Detroit Tigers,AL,162,5563,787,1540,297,34,169,750,521,1143,49,20,0.27699999999999997,0.34,0.434,0.773,13,AL,95,67,4.04,162,162,52,62,1440.0,1406,711,647,149,492,1115,0.257,1.32,17,AL,162,1458,12960.0,6062,4320,1639,103,148,119,49,0.708,8,69,0.983,0.695,1.0
213,2011.0,4,Kansas City Royals,AL,162,5672,730,1560,325,41,129,705,442,1006,153,58,0.275,0.32899999999999996,0.415,0.7440000000000001,4,AL,71,91,4.44,162,162,37,59,1451.1,1487,762,716,163,557,1080,0.267,1.41,12,AL,162,1458,13062.0,6149,4354,1700,95,149,115,49,0.701,8,69,0.985,0.6890000000000001,0.0
214,2011.0,5,St. Louis Cardinals,NL,162,5532,762,1513,308,22,162,726,542,978,57,39,0.273,0.341,0.425,0.7659999999999999,11,NL,90,72,3.74,162,162,47,73,1462.0,1461,692,608,136,448,1098,0.261,1.31,23,NL,162,1458,13158.0,6317,4386,1815,116,167,64,25,0.7190000000000001,10,48,0.982,0.687,1.0
215,2011.0,6,New York Mets,NL,162,5600,718,1477,309,39,108,676,571,1085,130,35,0.264,0.335,0.391,0.725,7,NL,77,85,4.19,162,162,43,67,1448.0,1482,742,674,147,514,1126,0.265,1.38,25,NL,162,1458,13032.0,6157,4344,1697,116,126,121,33,0.7859999999999999,26,46,0.981,0.684,0.0
216,2011.0,7,New York Yankees,AL,162,5518,867,1452,267,33,222,836,627,1138,147,46,0.263,0.34299999999999997,0.444,0.7879999999999999,15,AL,97,65,3.73,162,162,47,63,1458.1,1423,657,605,152,507,1222,0.256,1.32,15,AL,162,1458,13125.0,6046,4375,1569,102,141,128,49,0.723,7,67,0.983,0.687,1.0
217,2011.0,8,Milwaukee Brewers,NL,162,5447,721,1422,276,31,185,693,481,1083,94,31,0.261,0.325,0.425,0.75,23,NL,96,66,3.63,162,162,47,66,1441.2,1348,638,582,147,440,1257,0.24600000000000002,1.24,24,NL,162,1458,12975.0,6023,4325,1587,111,130,102,37,0.7340000000000001,4,70,0.982,0.6940000000000001,1.0
218,2011.0,9,Colorado Rockies,NL,162,5544,735,1429,274,40,163,697,555,1201,118,42,0.258,0.32899999999999996,0.41,0.7390000000000001,6,NL,73,89,4.43,162,162,41,64,1447.2,1471,774,713,176,522,1118,0.265,1.38,13,NL,162,1458,13029.0,6199,4343,1758,98,156,99,49,0.669,17,65,0.9840000000000001,0.691,0.0
219,2011.0,10,Houston Astros,NL,162,5598,615,1442,309,28,95,579,401,1164,118,33,0.258,0.311,0.374,0.684,5,NL,56,106,4.51,162,162,25,50,1435.0,1477,796,719,188,560,1191,0.266,1.42,27,NL,162,1458,12915.0,6053,4305,1632,116,140,131,31,0.809,8,39,0.981,0.682,0.0
220,2011.0,11,Baltimore Orioles,AL,162,5585,708,1434,273,13,191,684,452,1120,81,25,0.257,0.316,0.413,0.7290000000000001,2,AL,69,93,4.89,162,162,32,51,1446.2,1568,860,786,210,535,1044,0.27699999999999997,1.45,22,AL,162,1458,13020.0,6105,4340,1655,110,159,83,42,0.664,4,32,0.982,0.6829999999999999,0.0
221,2011.0,12,Los Angeles Dodgers,NL,161,5436,644,1395,237,28,117,613,498,1087,126,40,0.257,0.322,0.375,0.6970000000000001,26,NL,82,79,3.54,161,161,40,53,1432.0,1287,612,563,132,507,1265,0.24100000000000002,1.25,5,NL,161,1449,12888.0,5892,4296,1511,85,121,116,40,0.7440000000000001,8,50,0.986,0.7020000000000001,0.0
222,2011.0,13,Chicago Cubs,NL,162,5549,654,1423,285,36,148,610,425,1202,69,23,0.256,0.314,0.401,0.715,9,NL,71,91,4.33,162,162,40,64,1434.1,1439,756,690,162,580,1224,0.262,1.41,30,NL,162,1458,12909.0,5996,4303,1559,134,128,112,46,0.7090000000000001,7,51,0.978,0.68,0.0
223,2011.0,14,Cincinnati Reds,NL,162,5612,735,1438,264,19,183,697,535,1250,97,50,0.256,0.326,0.408,0.7340000000000001,17,NL,79,83,4.16,162,162,39,61,1467.2,1414,720,678,185,539,1112,0.255,1.33,6,NL,162,1458,13209.0,6253,4403,1759,91,146,81,44,0.648,5,51,0.985,0.706,0.0
224,2011.0,15,Los Angeles Angels,AL,162,5513,667,1394,289,34,155,629,442,1086,135,52,0.253,0.313,0.402,0.7140000000000001,19,AL,86,76,3.57,162,162,39,64,1465.0,1388,633,581,142,476,1058,0.251,1.27,8,AL,162,1458,13185.0,6211,4395,1723,93,157,126,40,0.759,7,55,0.985,0.706,0.0
225,2011.0,16,Philadelphia Phillies,NL,162,5579,713,1409,258,38,153,693,539,1024,96,24,0.253,0.32299999999999995,0.395,0.7170000000000001,28,NL,102,60,3.02,162,162,47,56,1477.0,1320,529,495,120,404,1299,0.24,1.17,1,NL,162,1458,13293.0,6125,4431,1620,74,135,106,29,0.785,12,23,0.988,0.7040000000000001,1.0
226,2011.0,17,Chicago White Sox,AL,162,5502,654,1387,252,16,154,625,475,989,81,53,0.252,0.319,0.38799999999999996,0.706,10,AL,79,83,4.1,162,162,42,62,1460.0,1463,706,665,147,439,1220,0.261,1.3,3,AL,162,1458,13140.0,6126,4380,1667,79,129,135,37,0.785,10,55,0.987,0.687,0.0
227,2011.0,18,Cleveland Indians,AL,162,5509,704,1380,290,26,154,671,494,1269,89,42,0.25,0.317,0.396,0.7140000000000001,8,AL,80,82,4.23,162,162,38,54,1453.1,1482,760,683,153,463,1024,0.263,1.34,19,AL,162,1458,13080.0,6159,4360,1689,110,130,104,48,0.684,9,42,0.982,0.693,0.0
228,2011.0,19,Arizona Diamondbacks,NL,162,5421,731,1357,293,37,172,702,531,1249,133,55,0.25,0.322,0.413,0.736,12,NL,94,68,3.8,162,162,58,71,1443.1,1414,662,609,159,442,1058,0.257,1.29,7,NL,162,1458,12990.0,6024,4330,1604,90,131,61,43,0.5870000000000001,9,39,0.985,0.703,1.0
229,2011.0,20,Toronto Blue Jays,AL,162,5559,743,1384,285,34,186,704,525,1184,131,52,0.249,0.317,0.413,0.73,14,AL,81,81,4.32,162,162,33,58,1458.2,1433,761,700,179,540,1169,0.256,1.35,18,AL,162,1458,13128.0,6189,4376,1703,110,148,111,40,0.735,20,73,0.982,0.695,0.0
230,2011.0,21,Minnesota Twins,AL,162,5487,619,1357,259,25,103,572,440,1048,92,39,0.247,0.306,0.36,0.6659999999999999,1,AL,63,99,4.58,162,162,32,52,1421.2,1564,804,724,161,480,940,0.281,1.44,28,AL,162,1458,12795.0,6005,4265,1621,119,153,96,44,0.6859999999999999,12,47,0.98,0.679,0.0
231,2011.0,22,Florida Marlins,NL,162,5508,625,1358,274,30,149,596,542,1244,95,41,0.247,0.318,0.38799999999999996,0.706,18,NL,72,90,3.95,162,162,40,59,1459.2,1403,702,640,149,500,1218,0.253,1.3,11,NL,162,1458,13137.0,6025,4379,1553,93,126,103,24,0.8109999999999999,10,43,0.985,0.693,0.0
